 human_inf_a_1: "£unit_1£ Human Archer"
 yaungol_cav_b_4: "£unit_4£ Yaungol Heavy Cavalry"
 yaungol_cav_b_4DESCR: ""
 yaungol_art_a_4: "£unit_4£ Yaungol Catapult"
 yaungol_art_a_4DESCR: ""
 yaungol_art_b_4: "£unit_4£ Yaungol Trebuchet"
 yaungol_art_b_4DESCR: ""
 yaungol_inf_a_5: "£unit_5£ Yaungol Archer"
 yaungol_inf_a_5DESCR: ""
 yaungol_inf_b_5: "£unit_5£ Yaungol Warrior"
 yaungol_inf_b_5DESCR: ""
 yaungol_inf_c_5: "£unit_5£ Yaungol Spellcaster"
 yaungol_inf_c_5DESCR: ""
 yaungol_cav_a_5: "£unit_5£ Yaungol Light Cavalry"
 yaungol_cav_a_5DESCR: ""
 yaungol_cav_b_5: "£unit_5£ Yaungol Heavy Cavalry"
 yaungol_cav_b_5DESCR: ""
 yaungol_art_a_5: "£unit_5£ Yaungol Catapult"
 yaungol_art_a_5DESCR: ""
 yaungol_art_b_5: "£unit_5£ Yaungol Trebuchet"
 yaungol_art_b_5DESCR: ""

 nraqi_inf_a_1: "£unit_1£ N'raqi Archer"
 nraqi_inf_a_1DESCR: ""
 nraqi_inf_b_1: "£unit_1£ N'raqi Warrior"
 nraqi_inf_b_1DESCR: ""
 nraqi_inf_c_1: "£unit_1£ N'raqi Spellcaster"
 nraqi_inf_c_1DESCR: ""
 nraqi_cav_a_1: "£unit_1£ N'raqi Light Cavalry"
 nraqi_cav_a_1DESCR: ""
 nraqi_cav_b_1: "£unit_1£ N'raqi Heavy Cavalry"
 nraqi_cav_b_1DESCR: ""
 nraqi_art_a_1: "£unit_1£ N'raqi Catapult"
 nraqi_art_a_1DESCR: ""
 nraqi_art_b_1: "£unit_1£ N'raqi Trebuchet"
 nraqi_art_b_1DESCR: ""
 nraqi_inf_a_2: "£unit_2£ N'raqi Archer"
 nraqi_inf_a_2DESCR: ""
 nraqi_inf_b_2: "£unit_2£ N'raqi Warrior"
 nraqi_inf_b_2DESCR: ""
 nraqi_inf_c_2: "£unit_2£ N'raqi Spellcaster"
 nraqi_inf_c_2DESCR: ""
 nraqi_cav_a_2: "£unit_2£ N'raqi Light Cavalry"
 nraqi_cav_a_2DESCR: ""
 nraqi_cav_b_2: "£unit_2£ N'raqi Heavy Cavalry"
 nraqi_cav_b_2DESCR: ""
 nraqi_art_a_2: "£unit_2£ N'raqi Catapult"
 nraqi_art_a_2DESCR: ""
 nraqi_art_b_2: "£unit_2£ N'raqi Trebuchet"
 nraqi_art_b_2DESCR: ""
 nraqi_inf_a_3: "£unit_3£ N'raqi Archer"
 nraqi_inf_a_3DESCR: ""
 nraqi_inf_b_3: "£unit_3£ N'raqi Warrior"
 nraqi_inf_b_3DESCR: ""
 nraqi_inf_c_3: "£unit_3£ N'raqi Spellcaster"
 nraqi_inf_c_3DESCR: ""
 nraqi_cav_a_3: "£unit_3£ N'raqi Light Cavalry"
 nraqi_cav_a_3DESCR: ""
 nraqi_cav_b_3: "£unit_3£ N'raqi Heavy Cavalry"
 nraqi_cav_b_3DESCR: ""
 nraqi_art_a_3: "£unit_3£ N'raqi Catapult"
 nraqi_art_a_3DESCR: ""
 nraqi_art_b_3: "£unit_3£ N'raqi Trebuchet"
 nraqi_art_b_3DESCR: ""
 nraqi_inf_a_4: "£unit_4£ N'raqi Archer"
 nraqi_inf_a_4DESCR: ""
 nraqi_inf_b_4: "£unit_4£ N'raqi Warrior"
 nraqi_inf_b_4DESCR: ""
 nraqi_inf_c_4: "£unit_4£ N'raqi Spellcaster"
 nraqi_inf_c_4DESCR: ""
 nraqi_cav_a_4: "£unit_4£ N'raqi Light Cavalry"
 nraqi_cav_a_4DESCR: ""
 nraqi_cav_b_4: "£unit_4£ N'raqi Heavy Cavalry"
 nraqi_cav_b_4DESCR: ""
 nraqi_art_a_4: "£unit_4£ N'raqi Catapult"
 nraqi_art_a_4DESCR: ""
 nraqi_art_b_4: "£unit_4£ N'raqi Trebuchet"
 nraqi_art_b_4DESCR: ""
 nraqi_inf_a_5: "£unit_5£ N'raqi Archer"
 nraqi_inf_a_5DESCR: ""
 nraqi_inf_b_5: "£unit_5£ N'raqi Warrior"
 nraqi_inf_b_5DESCR: ""
 nraqi_inf_c_5: "£unit_5£ N'raqi Spellcaster"
 nraqi_inf_c_5DESCR: ""
 nraqi_cav_a_5: "£unit_5£ N'raqi Light Cavalry"
 nraqi_cav_a_5DESCR: ""
 nraqi_cav_b_5: "£unit_5£ N'raqi Heavy Cavalry"
 nraqi_cav_b_5DESCR: ""
 nraqi_art_a_5: "£unit_5£ N'raqi Catapult"
 nraqi_art_a_5DESCR: ""
 nraqi_art_b_5: "£unit_5£ N'raqi Trebuchet"
 nraqi_art_b_5DESCR: ""

 void_inf_a_1: "£unit_1£ Abyssal Archer"
 void_inf_a_1DESCR: ""
 void_inf_b_1: "£unit_1£ Abyssal Warrior"
 void_inf_b_1DESCR: ""
 void_inf_c_1: "£unit_1£ Abyssal Spellcaster"
 void_inf_c_1DESCR: ""
 void_cav_a_1: "£unit_1£ Abyssal Light Cavalry"
 void_cav_a_1DESCR: ""
 void_cav_b_1: "£unit_1£ Abyssal Heavy Cavalry"
 void_cav_b_1DESCR: ""
 void_art_a_1: "£unit_1£ Abyssal Catapult"
 void_art_a_1DESCR: ""
 void_art_b_1: "£unit_1£ Abyssal Trebuchet"
 void_art_b_1DESCR: ""
 void_inf_a_2: "£unit_2£ Abyssal Archer"
 void_inf_a_2DESCR: ""
 void_inf_b_2: "£unit_2£ Abyssal Warrior"
 void_inf_b_2DESCR: ""
 void_inf_c_2: "£unit_2£ Abyssal Spellcaster"
 void_inf_c_2DESCR: ""
 void_cav_a_2: "£unit_2£ Abyssal Light Cavalry"
 void_cav_a_2DESCR: ""
 void_cav_b_2: "£unit_2£ Abyssal Heavy Cavalry"
 void_cav_b_2DESCR: ""
 void_art_a_2: "£unit_2£ Abyssal Catapult"
 void_art_a_2DESCR: ""
 void_art_b_2: "£unit_2£ Abyssal Trebuchet"
 void_art_b_2DESCR: ""
 void_inf_a_3: "£unit_3£ Abyssal Archer"
 void_inf_a_3DESCR: ""
 void_inf_b_3: "£unit_3£ Abyssal Warrior"
 void_inf_b_3DESCR: ""
 void_inf_c_3: "£unit_3£ Abyssal Spellcaster"
 void_inf_c_3DESCR: ""
 void_cav_a_3: "£unit_3£ Abyssal Light Cavalry"
 void_cav_a_3DESCR: ""
 void_cav_b_3: "£unit_3£ Abyssal Heavy Cavalry"
 void_cav_b_3DESCR: ""
 void_art_a_3: "£unit_3£ Abyssal Catapult"
 void_art_a_3DESCR: ""
 void_art_b_3: "£unit_3£ Abyssal Trebuchet"
 void_art_b_3DESCR: ""
 void_inf_a_4: "£unit_4£ Abyssal Archer"
 void_inf_a_4DESCR: ""
 void_inf_b_4: "£unit_4£ Abyssal Warrior"
 void_inf_b_4DESCR: ""
 void_inf_c_4: "£unit_4£ Abyssal Spellcaster"
 void_inf_c_4DESCR: ""
 void_cav_a_4: "£unit_4£ Abyssal Light Cavalry"
 void_cav_a_4DESCR: ""
 void_cav_b_4: "£unit_4£ Abyssal Heavy Cavalry"
 void_cav_b_4DESCR: ""
 void_art_a_4: "£unit_4£ Abyssal Catapult"
 void_art_a_4DESCR: ""
 void_art_b_4: "£unit_4£ Abyssal Trebuchet"
 void_art_b_4DESCR: ""
 void_inf_a_5: "£unit_5£ Abyssal Archer"
 void_inf_a_5DESCR: ""
 void_inf_b_5: "£unit_5£ Abyssal Warrior"
 void_inf_b_5DESCR: ""
 void_inf_c_5: "£unit_5£ Abyssal Spellcaster"
 void_inf_c_5DESCR: ""
 void_cav_a_5: "£unit_5£ Abyssal Light Cavalry"
 void_cav_a_5DESCR: ""
 void_cav_b_5: "£unit_5£ Abyssal Heavy Cavalry"
 void_cav_b_5DESCR: ""
 void_art_a_5: "£unit_5£ Abyssal Catapult"
 void_art_a_5DESCR: ""
 void_art_b_5: "£unit_5£ Abyssal Trebuchet"
 void_art_b_5DESCR: ""

 demon_inf_a_1: "£unit_1£ Demonic Archer"
 demon_inf_a_1DESCR: ""
 demon_inf_b_1: "£unit_1£ Demonic Warrior"
 demon_inf_b_1DESCR: ""
 demon_inf_c_1: "£unit_1£ Demonic Spellcaster"
 demon_inf_c_1DESCR: ""
 demon_cav_a_1: "£unit_1£ Demonic Light Cavalry"
 demon_cav_a_1DESCR: ""
 demon_cav_b_1: "£unit_1£ Demonic Heavy Cavalry"
 demon_cav_b_1DESCR: ""
 demon_art_a_1: "£unit_1£ Demonic Catapult"
 demon_art_a_1DESCR: ""
 demon_art_b_1: "£unit_1£ Demonic Trebuchet"
 demon_art_b_1DESCR: ""
 demon_inf_a_2: "£unit_2£ Demonic Archer"
 demon_inf_a_2DESCR: ""
 demon_inf_b_2: "£unit_2£ Demonic Warrior"
 demon_inf_b_2DESCR: ""
 demon_inf_c_2: "£unit_2£ Demonic Spellcaster"
 demon_inf_c_2DESCR: ""
 demon_cav_a_2: "£unit_2£ Demonic Light Cavalry"
 demon_cav_a_2DESCR: ""
 demon_cav_b_2: "£unit_2£ Demonic Heavy Cavalry"
 demon_cav_b_2DESCR: ""
 demon_art_a_2: "£unit_2£ Demonic Catapult"
 demon_art_a_2DESCR: ""
 demon_art_b_2: "£unit_2£ Demonic Trebuchet"
 demon_art_b_2DESCR: ""
 demon_inf_a_3: "£unit_3£ Demonic Archer"
 demon_inf_a_3DESCR: ""
 demon_inf_b_3: "£unit_3£ Demonic Warrior"
 demon_inf_b_3DESCR: ""
 demon_inf_c_3: "£unit_3£ Demonic Spellcaster"
 demon_inf_c_3DESCR: ""
 demon_cav_a_3: "£unit_3£ Demonic Light Cavalry"
 demon_cav_a_3DESCR: ""
 demon_cav_b_3: "£unit_3£ Demonic Heavy Cavalry"
 demon_cav_b_3DESCR: ""
 demon_art_a_3: "£unit_3£ Demonic Catapult"
 demon_art_a_3DESCR: ""
 demon_art_b_3: "£unit_3£ Demonic Trebuchet"
 demon_art_b_3DESCR: ""
 demon_inf_a_4: "£unit_4£ Demonic Archer"
 demon_inf_a_4DESCR: ""
 demon_inf_b_4: "£unit_4£ Demonic Warrior"
 demon_inf_b_4DESCR: ""
 demon_inf_c_4: "£unit_4£ Demonic Spellcaster"
 demon_inf_c_4DESCR: ""
 demon_cav_a_4: "£unit_4£ Demonic Light Cavalry"
 demon_cav_a_4DESCR: ""
 demon_cav_b_4: "£unit_4£ Demonic Heavy Cavalry"
 demon_cav_b_4DESCR: ""
 demon_art_a_4: "£unit_4£ Demonic Catapult"
 demon_art_a_4DESCR: ""
 demon_art_b_4: "£unit_4£ Demonic Trebuchet"
 demon_art_b_4DESCR: ""
 demon_inf_a_5: "£unit_5£ Demonic Archer"
 demon_inf_a_5DESCR: ""
 demon_inf_b_5: "£unit_5£ Demonic Warrior"
 demon_inf_b_5DESCR: ""
 demon_inf_c_5: "£unit_5£ Demonic Spellcaster"
 demon_inf_c_5DESCR: ""
 demon_cav_a_5: "£unit_5£ Demonic Light Cavalry"
 demon_cav_a_5DESCR: ""
 demon_cav_b_5: "£unit_5£ Demonic Heavy Cavalry"
 demon_cav_b_5DESCR: ""
 demon_art_a_5: "£unit_5£ Demonic Catapult"
 demon_art_a_5DESCR: ""
 demon_art_b_5: "£unit_5£ Demonic Trebuchet"
 demon_art_b_5DESCR: ""

 ulduar_inf_a_1: "£unit_1£ Titanic Archer"
 ulduar_inf_a_1DESCR: ""
 ulduar_inf_b_1: "£unit_1£ Titanic Warrior"
 ulduar_inf_b_1DESCR: ""
 ulduar_inf_c_1: "£unit_1£ Titanic Spellcaster"
 ulduar_inf_c_1DESCR: ""
 ulduar_cav_a_1: "£unit_1£ Titanic Light Cavalry"
 ulduar_cav_a_1DESCR: ""
 ulduar_cav_b_1: "£unit_1£ Titanic Heavy Cavalry"
 ulduar_cav_b_1DESCR: ""
 ulduar_art_a_1: "£unit_1£ Titanic Catapult"
 ulduar_art_a_1DESCR: ""
 ulduar_art_b_1: "£unit_1£ Titanic Trebuchet"
 ulduar_art_b_1DESCR: ""
 ulduar_inf_a_2: "£unit_2£ Titanic Archer"
 ulduar_inf_a_2DESCR: ""
 ulduar_inf_b_2: "£unit_2£ Titanic Warrior"
 ulduar_inf_b_2DESCR: ""
 ulduar_inf_c_2: "£unit_2£ Titanic Spellcaster"
 ulduar_inf_c_2DESCR: ""
 ulduar_cav_a_2: "£unit_2£ Titanic Light Cavalry"
 ulduar_cav_a_2DESCR: ""
 ulduar_cav_b_2: "£unit_2£ Titanic Heavy Cavalry"
 ulduar_cav_b_2DESCR: ""
 ulduar_art_a_2: "£unit_2£ Titanic Catapult"
 ulduar_art_a_2DESCR: ""
 ulduar_art_b_2: "£unit_2£ Titanic Trebuchet"
 ulduar_art_b_2DESCR: ""
 ulduar_inf_a_3: "£unit_3£ Titanic Archer"
 ulduar_inf_a_3DESCR: ""
 ulduar_inf_b_3: "£unit_3£ Titanic Warrior"
 ulduar_inf_b_3DESCR: ""
 ulduar_inf_c_3: "£unit_3£ Titanic Spellcaster"
 ulduar_inf_c_3DESCR: ""
 ulduar_cav_a_3: "£unit_3£ Titanic Light Cavalry"
 ulduar_cav_a_3DESCR: ""
 ulduar_cav_b_3: "£unit_3£ Titanic Heavy Cavalry"
 ulduar_cav_b_3DESCR: ""
 ulduar_art_a_3: "£unit_3£ Titanic Catapult"
 ulduar_art_a_3DESCR: ""
 ulduar_art_b_3: "£unit_3£ Titanic Trebuchet"
 ulduar_art_b_3DESCR: ""
 ulduar_inf_a_4: "£unit_4£ Titanic Archer"
 ulduar_inf_a_4DESCR: ""
 ulduar_inf_b_4: "£unit_4£ Titanic Warrior"
 ulduar_inf_b_4DESCR: ""
 ulduar_inf_c_4: "£unit_4£ Titanic Spellcaster"
 ulduar_inf_c_4DESCR: ""
 ulduar_cav_a_4: "£unit_4£ Titanic Light Cavalry"
 ulduar_cav_a_4DESCR: ""
 ulduar_cav_b_4: "£unit_4£ Titanic Heavy Cavalry"
 ulduar_cav_b_4DESCR: ""
 ulduar_art_a_4: "£unit_4£ Titanic Catapult"
 ulduar_art_a_4DESCR: ""
 ulduar_art_b_4: "£unit_4£ Titanic Trebuchet"
 ulduar_art_b_4DESCR: ""
 ulduar_inf_a_5: "£unit_5£ Titanic Archer"
 ulduar_inf_a_5DESCR: ""
 ulduar_inf_b_5: "£unit_5£ Titanic Warrior"
 ulduar_inf_b_5DESCR: ""
 ulduar_inf_c_5: "£unit_5£ Titanic Spellcaster"
 ulduar_inf_c_5DESCR: ""
 ulduar_cav_a_5: "£unit_5£ Titanic Light Cavalry"
 ulduar_cav_a_5DESCR: ""
 ulduar_cav_b_5: "£unit_5£ Titanic Heavy Cavalry"
 ulduar_cav_b_5DESCR: ""
 ulduar_art_a_5: "£unit_5£ Titanic Catapult"
 ulduar_art_a_5DESCR: ""
 ulduar_art_b_5: "£unit_5£ Titanic Trebuchet"
 ulduar_art_b_5DESCR: ""

 frost_giant_inf_a_1: "£unit_1£ Frost Giant Archer"
 frost_giant_inf_a_1DESCR: ""
 frost_giant_inf_b_1: "£unit_1£ Frost Giant Warrior"
 frost_giant_inf_b_1DESCR: ""
 frost_giant_inf_c_1: "£unit_1£ Frost Giant Spellcaster"
 frost_giant_inf_c_1DESCR: ""
 frost_giant_cav_a_1: "£unit_1£ Frost Giant Light Cavalry"
 frost_giant_cav_a_1DESCR: ""
 frost_giant_cav_b_1: "£unit_1£ Frost Giant Heavy Cavalry"
 frost_giant_cav_b_1DESCR: ""
 frost_giant_art_a_1: "£unit_1£ Frost Giant Catapult"
 frost_giant_art_a_1DESCR: ""
 frost_giant_art_b_1: "£unit_1£ Frost Giant Trebuchet"
 frost_giant_art_b_1DESCR: ""
 frost_giant_inf_a_2: "£unit_2£ Frost Giant Archer"
 frost_giant_inf_a_2DESCR: ""
 frost_giant_inf_b_2: "£unit_2£ Frost Giant Warrior"
 frost_giant_inf_b_2DESCR: ""
 frost_giant_inf_c_2: "£unit_2£ Frost Giant Spellcaster"
 frost_giant_inf_c_2DESCR: ""
 frost_giant_cav_a_2: "£unit_2£ Frost Giant Light Cavalry"
 frost_giant_cav_a_2DESCR: ""
 frost_giant_cav_b_2: "£unit_2£ Frost Giant Heavy Cavalry"
 frost_giant_cav_b_2DESCR: ""
 frost_giant_art_a_2: "£unit_2£ Frost Giant Catapult"
 frost_giant_art_a_2DESCR: ""
 frost_giant_art_b_2: "£unit_2£ Frost Giant Trebuchet"
 frost_giant_art_b_2DESCR: ""
 frost_giant_inf_a_3: "£unit_3£ Frost Giant Archer"
 frost_giant_inf_a_3DESCR: ""
 frost_giant_inf_b_3: "£unit_3£ Frost Giant Warrior"
 frost_giant_inf_b_3DESCR: ""
 frost_giant_inf_c_3: "£unit_3£ Frost Giant Spellcaster"
 frost_giant_inf_c_3DESCR: ""
 frost_giant_cav_a_3: "£unit_3£ Frost Giant Light Cavalry"
 frost_giant_cav_a_3DESCR: ""
 frost_giant_cav_b_3: "£unit_3£ Frost Giant Heavy Cavalry"
 frost_giant_cav_b_3DESCR: ""
 frost_giant_art_a_3: "£unit_3£ Frost Giant Catapult"
 frost_giant_art_a_3DESCR: ""
 frost_giant_art_b_3: "£unit_3£ Frost Giant Trebuchet"
 frost_giant_art_b_3DESCR: ""
 frost_giant_inf_a_4: "£unit_4£ Frost Giant Archer"
 frost_giant_inf_a_4DESCR: ""
 frost_giant_inf_b_4: "£unit_4£ Frost Giant Warrior"
 frost_giant_inf_b_4DESCR: ""
 frost_giant_inf_c_4: "£unit_4£ Frost Giant Spellcaster"
 frost_giant_inf_c_4DESCR: ""
 frost_giant_cav_a_4: "£unit_4£ Frost Giant Light Cavalry"
 frost_giant_cav_a_4DESCR: ""
 frost_giant_cav_b_4: "£unit_4£ Frost Giant Heavy Cavalry"
 frost_giant_cav_b_4DESCR: ""
 frost_giant_art_a_4: "£unit_4£ Frost Giant Catapult"
 frost_giant_art_a_4DESCR: ""
 frost_giant_art_b_4: "£unit_4£ Frost Giant Trebuchet"
 frost_giant_art_b_4DESCR: ""
 frost_giant_inf_a_5: "£unit_5£ Frost Giant Archer"
 frost_giant_inf_a_5DESCR: ""
 frost_giant_inf_b_5: "£unit_5£ Frost Giant Warrior"
 frost_giant_inf_b_5DESCR: ""
 frost_giant_inf_c_5: "£unit_5£ Frost Giant Spellcaster"
 frost_giant_inf_c_5DESCR: ""
 frost_giant_cav_a_5: "£unit_5£ Frost Giant Light Cavalry"
 frost_giant_cav_a_5DESCR: ""
 frost_giant_cav_b_5: "£unit_5£ Frost Giant Heavy Cavalry"
 frost_giant_cav_b_5DESCR: ""
 frost_giant_art_a_5: "£unit_5£ Frost Giant Catapult"
 frost_giant_art_a_5DESCR: ""
 frost_giant_art_b_5: "£unit_5£ Frost Giant Trebuchet"
 frost_giant_art_b_5DESCR: ""

 sea_giant_inf_a_1: "£unit_1£ Sea Giant Archer"
 sea_giant_inf_a_1DESCR: ""
 sea_giant_inf_b_1: "£unit_1£ Sea Giant Warrior"
 sea_giant_inf_b_1DESCR: ""
 sea_giant_inf_c_1: "£unit_1£ Sea Giant Spellcaster"
 sea_giant_inf_c_1DESCR: ""
 sea_giant_cav_a_1: "£unit_1£ Sea Giant Light Cavalry"
 sea_giant_cav_a_1DESCR: ""
 sea_giant_cav_b_1: "£unit_1£ Sea Giant Heavy Cavalry"
 sea_giant_cav_b_1DESCR: ""
 sea_giant_art_a_1: "£unit_1£ Sea Giant Catapult"
 sea_giant_art_a_1DESCR: ""
 sea_giant_art_b_1: "£unit_1£ Sea Giant Trebuchet"
 sea_giant_art_b_1DESCR: ""
 sea_giant_inf_a_2: "£unit_2£ Sea Giant Archer"
 sea_giant_inf_a_2DESCR: ""
 sea_giant_inf_b_2: "£unit_2£ Sea Giant Warrior"
 sea_giant_inf_b_2DESCR: ""
 sea_giant_inf_c_2: "£unit_2£ Sea Giant Spellcaster"
 sea_giant_inf_c_2DESCR: ""
 sea_giant_cav_a_2: "£unit_2£ Sea Giant Light Cavalry"
 sea_giant_cav_a_2DESCR: ""
 sea_giant_cav_b_2: "£unit_2£ Sea Giant Heavy Cavalry"
 sea_giant_cav_b_2DESCR: ""
 sea_giant_art_a_2: "£unit_2£ Sea Giant Catapult"
 sea_giant_art_a_2DESCR: ""
 sea_giant_art_b_2: "£unit_2£ Sea Giant Trebuchet"
 sea_giant_art_b_2DESCR: ""
 sea_giant_inf_a_3: "£unit_3£ Sea Giant Archer"
 sea_giant_inf_a_3DESCR: ""
 sea_giant_inf_b_3: "£unit_3£ Sea Giant Warrior"
 sea_giant_inf_b_3DESCR: ""
 sea_giant_inf_c_3: "£unit_3£ Sea Giant Spellcaster"
 sea_giant_inf_c_3DESCR: ""
 sea_giant_cav_a_3: "£unit_3£ Sea Giant Light Cavalry"
 sea_giant_cav_a_3DESCR: ""
 sea_giant_cav_b_3: "£unit_3£ Sea Giant Heavy Cavalry"
 sea_giant_cav_b_3DESCR: ""
 sea_giant_art_a_3: "£unit_3£ Sea Giant Catapult"
 sea_giant_art_a_3DESCR: ""
 sea_giant_art_b_3: "£unit_3£ Sea Giant Trebuchet"
 sea_giant_art_b_3DESCR: ""
 sea_giant_inf_a_4: "£unit_4£ Sea Giant Archer"
 sea_giant_inf_a_4DESCR: ""
 sea_giant_inf_b_4: "£unit_4£ Sea Giant Warrior"
 sea_giant_inf_b_4DESCR: ""
 sea_giant_inf_c_4: "£unit_4£ Sea Giant Spellcaster"
 sea_giant_inf_c_4DESCR: ""
 sea_giant_cav_a_4: "£unit_4£ Sea Giant Light Cavalry"
 sea_giant_cav_a_4DESCR: ""
 sea_giant_cav_b_4: "£unit_4£ Sea Giant Heavy Cavalry"
 sea_giant_cav_b_4DESCR: ""
 sea_giant_art_a_4: "£unit_4£ Sea Giant Catapult"
 sea_giant_art_a_4DESCR: ""
 sea_giant_art_b_4: "£unit_4£ Sea Giant Trebuchet"
 sea_giant_art_b_4DESCR: ""
 sea_giant_inf_a_5: "£unit_5£ Sea Giant Archer"
 sea_giant_inf_a_5DESCR: ""
 sea_giant_inf_b_5: "£unit_5£ Sea Giant Warrior"
 sea_giant_inf_b_5DESCR: ""
 sea_giant_inf_c_5: "£unit_5£ Sea Giant Spellcaster"
 sea_giant_inf_c_5DESCR: ""
 sea_giant_cav_a_5: "£unit_5£ Sea Giant Light Cavalry"
 sea_giant_cav_a_5DESCR: ""
 sea_giant_cav_b_5: "£unit_5£ Sea Giant Heavy Cavalry"
 sea_giant_cav_b_5DESCR: ""
 sea_giant_art_a_5: "£unit_5£ Sea Giant Catapult"
 sea_giant_art_a_5DESCR: ""
 sea_giant_art_b_5: "£unit_5£ Sea Giant Trebuchet"
 sea_giant_art_b_5DESCR: ""

 frost_dwarf_inf_a_1: "£unit_1£ Frost Dwarf Archer"
 frost_dwarf_inf_a_1DESCR: ""
 frost_dwarf_inf_b_1: "£unit_1£ Frost Dwarf Warrior"
 frost_dwarf_inf_b_1DESCR: ""
 frost_dwarf_inf_c_1: "£unit_1£ Frost Dwarf Spellcaster"
 frost_dwarf_inf_c_1DESCR: ""
 frost_dwarf_cav_a_1: "£unit_1£ Frost Dwarf Light Cavalry"
 frost_dwarf_cav_a_1DESCR: ""
 frost_dwarf_cav_b_1: "£unit_1£ Frost Dwarf Heavy Cavalry"
 frost_dwarf_cav_b_1DESCR: ""
 frost_dwarf_art_a_1: "£unit_1£ Frost Dwarf Catapult"
 frost_dwarf_art_a_1DESCR: ""
 frost_dwarf_art_b_1: "£unit_1£ Frost Dwarf Trebuchet"
 frost_dwarf_art_b_1DESCR: ""
 frost_dwarf_inf_a_2: "£unit_2£ Frost Dwarf Archer"
 frost_dwarf_inf_a_2DESCR: ""
 frost_dwarf_inf_b_2: "£unit_2£ Frost Dwarf Warrior"
 frost_dwarf_inf_b_2DESCR: ""
 frost_dwarf_inf_c_2: "£unit_2£ Frost Dwarf Spellcaster"
 frost_dwarf_inf_c_2DESCR: ""
 frost_dwarf_cav_a_2: "£unit_2£ Frost Dwarf Light Cavalry"
 frost_dwarf_cav_a_2DESCR: ""
 frost_dwarf_cav_b_2: "£unit_2£ Frost Dwarf Heavy Cavalry"
 frost_dwarf_cav_b_2DESCR: ""
 frost_dwarf_art_a_2: "£unit_2£ Frost Dwarf Catapult"
 frost_dwarf_art_a_2DESCR: ""
 frost_dwarf_art_b_2: "£unit_2£ Frost Dwarf Trebuchet"
 frost_dwarf_art_b_2DESCR: ""
 frost_dwarf_inf_a_3: "£unit_3£ Frost Dwarf Archer"
 frost_dwarf_inf_a_3DESCR: ""
 frost_dwarf_inf_b_3: "£unit_3£ Frost Dwarf Warrior"
 frost_dwarf_inf_b_3DESCR: ""
 frost_dwarf_inf_c_3: "£unit_3£ Frost Dwarf Spellcaster"
 frost_dwarf_inf_c_3DESCR: ""
 frost_dwarf_cav_a_3: "£unit_3£ Frost Dwarf Light Cavalry"
 frost_dwarf_cav_a_3DESCR: ""
 frost_dwarf_cav_b_3: "£unit_3£ Frost Dwarf Heavy Cavalry"
 frost_dwarf_cav_b_3DESCR: ""
 frost_dwarf_art_a_3: "£unit_3£ Frost Dwarf Catapult"
 frost_dwarf_art_a_3DESCR: ""
 frost_dwarf_art_b_3: "£unit_3£ Frost Dwarf Trebuchet"
 frost_dwarf_art_b_3DESCR: ""
 frost_dwarf_inf_a_4: "£unit_4£ Frost Dwarf Archer"
 frost_dwarf_inf_a_4DESCR: ""
 frost_dwarf_inf_b_4: "£unit_4£ Frost Dwarf Warrior"
 frost_dwarf_inf_b_4DESCR: ""
 frost_dwarf_inf_c_4: "£unit_4£ Frost Dwarf Spellcaster"
 frost_dwarf_inf_c_4DESCR: ""
 frost_dwarf_cav_a_4: "£unit_4£ Frost Dwarf Light Cavalry"
 frost_dwarf_cav_a_4DESCR: ""
 frost_dwarf_cav_b_4: "£unit_4£ Frost Dwarf Heavy Cavalry"
 frost_dwarf_cav_b_4DESCR: ""
 frost_dwarf_art_a_4: "£unit_4£ Frost Dwarf Catapult"
 frost_dwarf_art_a_4DESCR: ""
 frost_dwarf_art_b_4: "£unit_4£ Frost Dwarf Trebuchet"
 frost_dwarf_art_b_4DESCR: ""
 frost_dwarf_inf_a_5: "£unit_5£ Frost Dwarf Archer"
 frost_dwarf_inf_a_5DESCR: ""
 frost_dwarf_inf_b_5: "£unit_5£ Frost Dwarf Warrior"
 frost_dwarf_inf_b_5DESCR: ""
 frost_dwarf_inf_c_5: "£unit_5£ Frost Dwarf Spellcaster"
 frost_dwarf_inf_c_5DESCR: ""
 frost_dwarf_cav_a_5: "£unit_5£ Frost Dwarf Light Cavalry"
 frost_dwarf_cav_a_5DESCR: ""
 frost_dwarf_cav_b_5: "£unit_5£ Frost Dwarf Heavy Cavalry"
 frost_dwarf_cav_b_5DESCR: ""
 frost_dwarf_art_a_5: "£unit_5£ Frost Dwarf Catapult"
 frost_dwarf_art_a_5DESCR: ""
 frost_dwarf_art_b_5: "£unit_5£ Frost Dwarf Trebuchet"
 frost_dwarf_art_b_5DESCR: ""

 grummle_inf_a_1: "£unit_1£ Grummle Archer"
 grummle_inf_a_1DESCR: ""
 grummle_inf_b_1: "£unit_1£ Grummle Warrior"
 grummle_inf_b_1DESCR: ""
 grummle_inf_c_1: "£unit_1£ Grummle Spellcaster"
 grummle_inf_c_1DESCR: ""
 grummle_cav_a_1: "£unit_1£ Grummle Light Cavalry"
 grummle_cav_a_1DESCR: ""
 grummle_cav_b_1: "£unit_1£ Grummle Heavy Cavalry"
 grummle_cav_b_1DESCR: ""
 grummle_art_a_1: "£unit_1£ Grummle Catapult"
 grummle_art_a_1DESCR: ""
 grummle_art_b_1: "£unit_1£ Grummle Trebuchet"
